window,actor,concept,wn_western,wn_iran,wn_diff
aftermath_jun-jul,NATO,nuclear_program,0.0538,0.0,-0.0538
buildup_mar,CHINA,nuclear_program,0.2051,0.1515,-0.0536
aftermath_jun-jul,GROSSI,nuclear_program,0.1595,0.106,-0.0535
climax_w1,IAEA,nuclear_program,0.3343,0.2824,-0.0519
buildup_jun1,ISRAEL,strike_claims,0.1519,0.1,-0.0519
aftermath_aug,UKRAINE,nuclear_program,0.0517,0.0,-0.0517
aftermath_aug,PUTIN,diplomacy,0.0517,0.0,-0.0517
aftermath_aug,CHINA,deterrence,0.0517,0.0,-0.0517
aftermath_jun-jul,NETANYAHU,nuclear_program,0.1022,0.0507,-0.0515
buildup_mar,HAMAS,strike_claims,0.0513,0.0,-0.0513
buildup_mar,QATAR,diplomacy,0.0513,0.0,-0.0513
buildup_mar,OBAMA,military_action,0.0513,0.0,-0.0513
buildup_mar,HAMAS,deterrence,0.0513,0.0,-0.0513
buildup_mar,KHAMENEI,deterrence,0.0513,0.0,-0.0513
buildup_mar,PUTIN,military_action,0.0513,0.0,-0.0513
buildup_mar,NETANYAHU,strike_claims,0.0513,0.0,-0.0513
buildup_mar,HEZBOLLAH,strike_claims,0.0513,0.0,-0.0513
buildup_mar,UK,military_action,0.0513,0.0,-0.0513
climax_w2,RUSSIA,military_action,0.1421,0.0909,-0.0512
climax_w2,IRAQ,strike_claims,0.0509,0.0,-0.0509
climax_w2,HEZBOLLAH,military_action,0.0509,0.0,-0.0509
buildup_may,UKRAINE,nuclear_program,0.0507,0.0,-0.0507
buildup_may,REPUBLICANS,military_action,0.0507,0.0,-0.0507
buildup_may,YEMEN,diplomacy,0.0507,0.0,-0.0507
buildup_jun1,RUBIO,military_action,0.0506,0.0,-0.0506
buildup_jun1,SYRIA,military_action,0.0506,0.0,-0.0506
buildup_jun1,HAMAS,diplomacy,0.0506,0.0,-0.0506
climax_w2,NETANYAHU,strike_claims,0.0684,0.0182,-0.0502
aftermath_jun-jul,RUBIO,strike_claims,0.0502,0.0,-0.0502
aftermath_jun-jul,QATAR,diplomacy,0.0591,0.0092,-0.0499
aftermath_aug,UK,deterrence,0.1207,0.0714,-0.0493
buildup_apr,LEBANON,diplomacy,0.0492,0.0,-0.0492
buildup_apr,HOUTHIS,deterrence,0.0492,0.0,-0.0492
buildup_apr,HAMAS,strike_claims,0.0492,0.0,-0.0492
buildup_apr,SYRIA,military_action,0.0492,0.0,-0.0492
climax_w2,OBAMA,military_action,0.0491,0.0,-0.0491
climax_w2,QATAR,diplomacy,0.0491,0.0,-0.0491
climax_w2,UKRAINE,military_action,0.0491,0.0,-0.0491
climax_w1,UKRAINE,diplomacy,0.049,0.0,-0.049
climax_w1,GAZA,diplomacy,0.0605,0.0118,-0.0487
buildup_jun1,GAZA,diplomacy,0.0886,0.04,-0.0486
aftermath_jun-jul,FRANCE,nuclear_program,0.0663,0.0184,-0.0479
climax_w2,NETANYAHU,diplomacy,0.0649,0.0182,-0.0467
buildup_may,RUBIO,diplomacy,0.0797,0.0333,-0.0464
climax_w1,OBAMA,nuclear_program,0.0461,0.0,-0.0461
climax_w1,VANCE,nuclear_program,0.0461,0.0,-0.0461
aftermath_jun-jul,NETANYAHU,deterrence,0.0591,0.0138,-0.0453
aftermath_jun-jul,DEMOCRATS,nuclear_program,0.0448,0.0,-0.0448
buildup_may,USA,strike_claims,0.0942,0.05,-0.0442
climax_w2,GERMANY,diplomacy,0.0439,0.0,-0.0439
climax_w2,OBAMA,diplomacy,0.0439,0.0,-0.0439
climax_w2,KHAMENEI,nuclear_program,0.0439,0.0,-0.0439
buildup_apr,HEZBOLLAH,strike_claims,0.0437,0.0,-0.0437
buildup_may,SAUDI_ARABIA,military_action,0.0435,0.0,-0.0435
buildup_may,UKRAINE,deterrence,0.0435,0.0,-0.0435
buildup_may,QATAR,military_action,0.0435,0.0,-0.0435
buildup_may,HOUTHIS,strike_claims,0.0435,0.0,-0.0435
buildup_may,BIDEN,diplomacy,0.0435,0.0,-0.0435
climax_w2,UK,military_action,0.0614,0.0182,-0.0432
climax_w1,IRAQ,nuclear_program,0.0432,0.0,-0.0432
climax_w1,SYRIA,military_action,0.0548,0.0118,-0.043
aftermath_jun-jul,US_CONGRESS,nuclear_program,0.043,0.0,-0.043
climax_w2,OBAMA,nuclear_program,0.0421,0.0,-0.0421
climax_w2,UK,deterrence,0.0421,0.0,-0.0421
buildup_mar,PEZESHKIAN,nuclear_program,0.1026,0.0606,-0.042
aftermath_aug,RUBIO,diplomacy,0.0414,0.0,-0.0414
aftermath_aug,LEBANON,military_action,0.0414,0.0,-0.0414
aftermath_aug,PUTIN,deterrence,0.0414,0.0,-0.0414
climax_w1,YEMEN,military_action,0.0403,0.0,-0.0403
climax_w1,HAMAS,deterrence,0.0403,0.0,-0.0403
climax_w2,CHINA,diplomacy,0.0579,0.0182,-0.0397
climax_w1,GROSSI,military_action,0.0749,0.0353,-0.0396
aftermath_jun-jul,HOUTHIS,military_action,0.0394,0.0,-0.0394
aftermath_jun-jul,NATO,strike_claims,0.0394,0.0,-0.0394
aftermath_jun-jul,CHINA,diplomacy,0.0717,0.0323,-0.0394
buildup_may,PEZESHKIAN,deterrence,0.0725,0.0333,-0.0392
buildup_may,KHAMENEI,diplomacy,0.0725,0.0333,-0.0392
climax_w2,CHINA,military_action,0.0754,0.0364,-0.039
climax_w2,LEBANON,military_action,0.0386,0.0,-0.0386
climax_w2,IRAQ,deterrence,0.0386,0.0,-0.0386
buildup_mar,GAZA,deterrence,0.0385,0.0,-0.0385
buildup_mar,RUBIO,diplomacy,0.0385,0.0,-0.0385
buildup_mar,RUBIO,nuclear_program,0.0385,0.0,-0.0385
buildup_mar,IRAQ,military_action,0.0385,0.0,-0.0385
buildup_mar,UAE,nuclear_program,0.0385,0.0,-0.0385
buildup_mar,REPUBLICANS,military_action,0.0385,0.0,-0.0385
buildup_mar,CHINA,military_action,0.0385,0.0,-0.0385
buildup_apr,GAZA,nuclear_program,0.0383,0.0,-0.0383
buildup_apr,SAUDI_ARABIA,deterrence,0.0383,0.0,-0.0383
buildup_apr,PUTIN,military_action,0.0383,0.0,-0.0383
buildup_apr,UKRAINE,deterrence,0.0383,0.0,-0.0383
buildup_apr,HAMAS,deterrence,0.0383,0.0,-0.0383
buildup_apr,BIDEN,diplomacy,0.0383,0.0,-0.0383
buildup_jun1,US_CONGRESS,military_action,0.038,0.0,-0.038
buildup_jun1,KHAMENEI,military_action,0.038,0.0,-0.038
buildup_jun1,BIDEN,diplomacy,0.038,0.0,-0.038
buildup_jun1,SAUDI_ARABIA,nuclear_program,0.038,0.0,-0.038
buildup_jun1,BIDEN,military_action,0.038,0.0,-0.038
buildup_jun1,SYRIA,diplomacy,0.038,0.0,-0.038
buildup_jun1,UKRAINE,nuclear_program,0.038,0.0,-0.038
aftermath_aug,NETANYAHU,nuclear_program,0.0379,0.0,-0.0379
aftermath_aug,PUTIN,nuclear_program,0.0379,0.0,-0.0379
aftermath_jun-jul,US_SENATE,military_action,0.0376,0.0,-0.0376
aftermath_jun-jul,LEBANON,military_action,0.0699,0.0323,-0.0376
climax_w1,CHINA,nuclear_program,0.0375,0.0,-0.0375
climax_w1,REPUBLICANS,diplomacy,0.0375,0.0,-0.0375
buildup_may,DEMOCRATS,diplomacy,0.0362,0.0,-0.0362
buildup_may,RUSSIA,nuclear_program,0.0362,0.0,-0.0362
buildup_may,HAMAS,strike_claims,0.0362,0.0,-0.0362
climax_w1,OMAN,diplomacy,0.1182,0.0824,-0.0358
aftermath_jun-jul,VANCE,military_action,0.0358,0.0,-0.0358
aftermath_jun-jul,NETANYAHU,strike_claims,0.0538,0.0184,-0.0354
aftermath_jun-jul,YEMEN,military_action,0.0394,0.0046,-0.0348
aftermath_aug,DEMOCRATS,military_action,0.0345,0.0,-0.0345
aftermath_aug,NETANYAHU,diplomacy,0.0345,0.0,-0.0345
aftermath_jun-jul,SYRIA,diplomacy,0.0341,0.0,-0.0341
aftermath_jun-jul,PUTIN,military_action,0.0341,0.0,-0.0341
buildup_may,GAZA,deterrence,0.0507,0.0167,-0.034
climax_w2,QATAR,military_action,0.2158,0.1818,-0.034
buildup_mar,SAUDI_ARABIA,diplomacy,0.0641,0.0303,-0.0338
buildup_mar,YEMEN,deterrence,0.0641,0.0303,-0.0338
aftermath_jun-jul,UKRAINE,nuclear_program,0.043,0.0092,-0.0338
climax_w2,NATO,military_action,0.0333,0.0,-0.0333
buildup_apr,DEMOCRATS,diplomacy,0.0328,0.0,-0.0328
buildup_apr,YEMEN,diplomacy,0.0328,0.0,-0.0328
aftermath_jun-jul,CHINA,deterrence,0.0466,0.0138,-0.0328
buildup_apr,KHAMENEI,deterrence,0.0328,0.0,-0.0328
buildup_apr,KHAMENEI,strike_claims,0.0328,0.0,-0.0328
buildup_apr,UKRAINE,nuclear_program,0.0328,0.0,-0.0328
aftermath_jun-jul,NATO,diplomacy,0.0323,0.0,-0.0323
climax_w1,FRANCE,diplomacy,0.0317,0.0,-0.0317
climax_w2,RUBIO,strike_claims,0.0316,0.0,-0.0316
climax_w2,BIDEN,military_action,0.0316,0.0,-0.0316
climax_w2,KHAMENEI,strike_claims,0.0316,0.0,-0.0316
climax_w2,IRAQ,nuclear_program,0.0316,0.0,-0.0316
aftermath_aug,CHINA,military_action,0.031,0.0,-0.031
aftermath_aug,UKRAINE,deterrence,0.031,0.0,-0.031
aftermath_aug,KHAMENEI,diplomacy,0.031,0.0,-0.031
aftermath_aug,KHAMENEI,military_action,0.031,0.0,-0.031
climax_w1,RUSSIA,military_action,0.0778,0.0471,-0.0307
aftermath_jun-jul,REPUBLICANS,nuclear_program,0.0305,0.0,-0.0305
aftermath_jun-jul,GROSSI,military_action,0.095,0.0645,-0.0305
aftermath_jun-jul,SAUDI_ARABIA,military_action,0.0394,0.0092,-0.0302
climax_w2,UAE,military_action,0.0298,0.0,-0.0298
climax_w2,VANCE,diplomacy,0.0298,0.0,-0.0298
aftermath_aug,GAZA,strike_claims,0.0655,0.0357,-0.0298
climax_w2,RUSSIA,deterrence,0.0298,0.0,-0.0298
buildup_may,HOUTHIS,nuclear_program,0.029,0.0,-0.029
buildup_may,YEMEN,deterrence,0.029,0.0,-0.029
buildup_may,SYRIA,nuclear_program,0.029,0.0,-0.029
buildup_may,DEMOCRATS,nuclear_program,0.029,0.0,-0.029
buildup_may,CHINA,nuclear_program,0.029,0.0,-0.029
buildup_may,CHINA,deterrence,0.029,0.0,-0.029
buildup_may,VANCE,diplomacy,0.029,0.0,-0.029
buildup_may,HOUTHIS,deterrence,0.029,0.0,-0.029
climax_w1,KHAMENEI,strike_claims,0.0288,0.0,-0.0288
climax_w1,UAE,military_action,0.0288,0.0,-0.0288
climax_w1,DEMOCRATS,nuclear_program,0.0288,0.0,-0.0288
climax_w1,REPUBLICANS,deterrence,0.0288,0.0,-0.0288
climax_w1,PUTIN,diplomacy,0.0288,0.0,-0.0288
climax_w1,KHAMENEI,diplomacy,0.0288,0.0,-0.0288
climax_w1,HAMAS,strike_claims,0.0288,0.0,-0.0288
aftermath_jun-jul,IRAQ,nuclear_program,0.0287,0.0,-0.0287
aftermath_jun-jul,DEMOCRATS,strike_claims,0.0287,0.0,-0.0287
aftermath_jun-jul,REPUBLICANS,strike_claims,0.0287,0.0,-0.0287
climax_w2,EU,military_action,0.0649,0.0364,-0.0285
climax_w2,EU,deterrence,0.0281,0.0,-0.0281
climax_w2,RUBIO,nuclear_program,0.0281,0.0,-0.0281
climax_w1,RUSSIA,nuclear_program,0.0634,0.0353,-0.0281
climax_w2,CHINA,deterrence,0.0281,0.0,-0.0281
aftermath_aug,HEGSETH,strike_claims,0.0276,0.0,-0.0276
aftermath_aug,KHAMENEI,nuclear_program,0.0276,0.0,-0.0276
aftermath_aug,OBAMA,diplomacy,0.0276,0.0,-0.0276
buildup_apr,DEMOCRATS,military_action,0.0273,0.0,-0.0273
buildup_apr,YEMEN,nuclear_program,0.0273,0.0,-0.0273
buildup_apr,YEMEN,deterrence,0.0273,0.0,-0.0273
buildup_apr,BIDEN,deterrence,0.0273,0.0,-0.0273
buildup_apr,HEZBOLLAH,deterrence,0.0273,0.0,-0.0273
buildup_apr,HEGSETH,deterrence,0.0273,0.0,-0.0273
buildup_apr,GERMANY,military_action,0.0273,0.0,-0.0273
buildup_apr,SYRIA,deterrence,0.0273,0.0,-0.0273
aftermath_jun-jul,HEZBOLLAH,deterrence,0.0269,0.0,-0.0269
aftermath_jun-jul,UK,nuclear_program,0.0448,0.0184,-0.0264
climax_w2,HAMAS,strike_claims,0.0263,0.0,-0.0263
climax_w2,REPUBLICANS,deterrence,0.0263,0.0,-0.0263
climax_w2,US_CONGRESS,strike_claims,0.0263,0.0,-0.0263
climax_w2,UKRAINE,diplomacy,0.0263,0.0,-0.0263
climax_w1,OBAMA,military_action,0.0259,0.0,-0.0259
aftermath_jun-jul,WITKOFF,diplomacy,0.0305,0.0046,-0.0259
climax_w1,CHINA,military_action,0.0259,0.0,-0.0259
climax_w2,QATAR,nuclear_program,0.0439,0.0182,-0.0257
buildup_mar,DEMOCRATS,nuclear_program,0.0256,0.0,-0.0256
buildup_mar,RUBIO,military_action,0.0256,0.0,-0.0256
buildup_mar,HOUTHIS,strike_claims,0.0256,0.0,-0.0256
buildup_mar,US_CONGRESS,deterrence,0.0256,0.0,-0.0256
buildup_mar,CHINA,strike_claims,0.0256,0.0,-0.0256
buildup_mar,NATO,military_action,0.0256,0.0,-0.0256
buildup_mar,HEGSETH,deterrence,0.0256,0.0,-0.0256
buildup_mar,EU,military_action,0.0256,0.0,-0.0256
buildup_mar,WITKOFF,nuclear_program,0.0256,0.0,-0.0256
buildup_mar,YEMEN,strike_claims,0.0256,0.0,-0.0256
buildup_mar,PUTIN,nuclear_program,0.0256,0.0,-0.0256
buildup_mar,VANCE,military_action,0.0256,0.0,-0.0256
buildup_mar,LEBANON,military_action,0.0256,0.0,-0.0256
buildup_mar,NETANYAHU,military_action,0.0256,0.0,-0.0256
buildup_mar,REPUBLICANS,nuclear_program,0.0256,0.0,-0.0256
buildup_mar,REPUBLICANS,deterrence,0.0256,0.0,-0.0256
buildup_jun1,BIDEN,deterrence,0.0253,0.0,-0.0253
buildup_jun1,US_CONGRESS,nuclear_program,0.0253,0.0,-0.0253
buildup_jun1,SAUDI_ARABIA,diplomacy,0.0253,0.0,-0.0253
buildup_jun1,SAUDI_ARABIA,military_action,0.0253,0.0,-0.0253
buildup_jun1,KHAMENEI,deterrence,0.0253,0.0,-0.0253
buildup_jun1,UK,military_action,0.0253,0.0,-0.0253
buildup_jun1,REPUBLICANS,diplomacy,0.0253,0.0,-0.0253
buildup_jun1,HEGSETH,military_action,0.0253,0.0,-0.0253
buildup_jun1,RUBIO,diplomacy,0.0253,0.0,-0.0253
buildup_jun1,UAE,military_action,0.0253,0.0,-0.0253
buildup_jun1,RUBIO,deterrence,0.0253,0.0,-0.0253
buildup_jun1,CHINA,deterrence,0.0253,0.0,-0.0253
buildup_jun1,HEZBOLLAH,deterrence,0.0253,0.0,-0.0253
buildup_jun1,DEMOCRATS,diplomacy,0.0253,0.0,-0.0253
buildup_jun1,RUBIO,nuclear_program,0.0253,0.0,-0.0253
buildup_jun1,HOUTHIS,diplomacy,0.0253,0.0,-0.0253
aftermath_jun-jul,UKRAINE,deterrence,0.0251,0.0,-0.0251
buildup_may,LEBANON,military_action,0.058,0.0333,-0.0247
climax_w2,HEGSETH,diplomacy,0.0246,0.0,-0.0246
climax_w2,KHAMENEI,diplomacy,0.0246,0.0,-0.0246
climax_w2,WITKOFF,diplomacy,0.0246,0.0,-0.0246
climax_w2,DEMOCRATS,deterrence,0.0246,0.0,-0.0246
aftermath_aug,SYRIA,strike_claims,0.0241,0.0,-0.0241
aftermath_jun-jul,KHAMENEI,deterrence,0.0287,0.0046,-0.0241
aftermath_aug,BIDEN,military_action,0.0241,0.0,-0.0241
climax_w2,PUTIN,military_action,0.0421,0.0182,-0.0239
aftermath_jun-jul,RUSSIA,deterrence,0.0556,0.0323,-0.0233
climax_w1,HEGSETH,military_action,0.0231,0.0,-0.0231
climax_w1,REPUBLICANS,strike_claims,0.0231,0.0,-0.0231
climax_w1,US_CONGRESS,nuclear_program,0.0231,0.0,-0.0231
climax_w1,DEMOCRATS,deterrence,0.0231,0.0,-0.0231
climax_w1,HAMAS,nuclear_program,0.0231,0.0,-0.0231
aftermath_jun-jul,HAMAS,strike_claims,0.0323,0.0092,-0.0231
climax_w1,WITKOFF,nuclear_program,0.0231,0.0,-0.0231
climax_w2,SAUDI_ARABIA,military_action,0.0228,0.0,-0.0228
climax_w2,US_CONGRESS,deterrence,0.0228,0.0,-0.0228
buildup_apr,OMAN,military_action,0.0383,0.0156,-0.0227
buildup_may,GROSSI,nuclear_program,0.0725,0.05,-0.0225
buildup_may,PEZESHKIAN,diplomacy,0.0725,0.05,-0.0225
buildup_jun1,IRAN,deterrence,0.5823,0.56,-0.0223
aftermath_jun-jul,PUTIN,diplomacy,0.0358,0.0138,-0.022
buildup_apr,REPUBLICANS,nuclear_program,0.0219,0.0,-0.0219
buildup_apr,SYRIA,strike_claims,0.0219,0.0,-0.0219
buildup_apr,LEBANON,strike_claims,0.0219,0.0,-0.0219
buildup_apr,OBAMA,deterrence,0.0219,0.0,-0.0219
buildup_apr,EU,military_action,0.0219,0.0,-0.0219
buildup_apr,UK,military_action,0.0219,0.0,-0.0219
buildup_apr,VANCE,military_action,0.0219,0.0,-0.0219
buildup_may,GAZA,strike_claims,0.0217,0.0,-0.0217
buildup_may,PUTIN,military_action,0.0217,0.0,-0.0217
buildup_may,KHAMENEI,deterrence,0.0217,0.0,-0.0217
buildup_may,UAE,military_action,0.0217,0.0,-0.0217
buildup_may,RUSSIA,strike_claims,0.0217,0.0,-0.0217
buildup_may,OMAN,military_action,0.0217,0.0,-0.0217
buildup_may,YEMEN,nuclear_program,0.0217,0.0,-0.0217
buildup_may,SYRIA,deterrence,0.0217,0.0,-0.0217
buildup_may,US_CONGRESS,military_action,0.0217,0.0,-0.0217
buildup_may,RUBIO,military_action,0.0217,0.0,-0.0217
buildup_may,EU,military_action,0.0217,0.0,-0.0217
buildup_may,SAUDI_ARABIA,deterrence,0.0217,0.0,-0.0217
aftermath_jun-jul,KHAMENEI,strike_claims,0.0305,0.0092,-0.0213
climax_w2,UKRAINE,deterrence,0.0211,0.0,-0.0211
buildup_mar,NETANYAHU,diplomacy,0.0513,0.0303,-0.021
aftermath_aug,RUBIO,deterrence,0.0207,0.0,-0.0207
aftermath_aug,PUTIN,military_action,0.0207,0.0,-0.0207
aftermath_aug,REPUBLICANS,nuclear_program,0.0207,0.0,-0.0207
aftermath_aug,DEMOCRATS,diplomacy,0.0207,0.0,-0.0207
aftermath_aug,HOUTHIS,nuclear_program,0.0207,0.0,-0.0207
aftermath_aug,GROSSI,diplomacy,0.0207,0.0,-0.0207
aftermath_aug,GROSSI,deterrence,0.0207,0.0,-0.0207
aftermath_aug,DEMOCRATS,nuclear_program,0.0207,0.0,-0.0207
climax_w1,VANCE,diplomacy,0.0202,0.0,-0.0202
climax_w1,PUTIN,nuclear_program,0.0202,0.0,-0.0202
climax_w1,UK,diplomacy,0.0202,0.0,-0.0202
climax_w1,UKRAINE,nuclear_program,0.0202,0.0,-0.0202
climax_w1,HEZBOLLAH,deterrence,0.0202,0.0,-0.0202
climax_w1,LEBANON,deterrence,0.0202,0.0,-0.0202
climax_w1,WITKOFF,military_action,0.0202,0.0,-0.0202
aftermath_jun-jul,DEMOCRATS,deterrence,0.0197,0.0,-0.0197
aftermath_jun-jul,SAUDI_ARABIA,diplomacy,0.0197,0.0,-0.0197
buildup_apr,UK,diplomacy,0.082,0.0625,-0.0195
climax_w2,HAMAS,diplomacy,0.0193,0.0,-0.0193
climax_w2,GERMANY,military_action,0.0193,0.0,-0.0193
climax_w2,SYRIA,strike_claims,0.0193,0.0,-0.0193
climax_w2,GROSSI,strike_claims,0.0193,0.0,-0.0193
climax_w2,BAHRAIN,military_action,0.0193,0.0,-0.0193
climax_w2,DEMOCRATS,diplomacy,0.0193,0.0,-0.0193
aftermath_aug,HEZBOLLAH,military_action,0.031,0.0119,-0.0191
aftermath_jun-jul,UAE,military_action,0.0233,0.0046,-0.0187
climax_w2,FRANCE,nuclear_program,0.0368,0.0182,-0.0186
climax_w2,ARAGHCHI,deterrence,0.0368,0.0182,-0.0186
buildup_jun1,CHINA,diplomacy,0.038,0.02,-0.018
aftermath_jun-jul,UAE,nuclear_program,0.0179,0.0,-0.0179
aftermath_jun-jul,PUTIN,deterrence,0.0179,0.0,-0.0179
aftermath_jun-jul,RUBIO,diplomacy,0.0179,0.0,-0.0179
aftermath_jun-jul,LEBANON,deterrence,0.0179,0.0,-0.0179
aftermath_jun-jul,GAZA,nuclear_program,0.0269,0.0092,-0.0177
aftermath_jun-jul,BIDEN,military_action,0.0269,0.0092,-0.0177
climax_w2,UKRAINE,strike_claims,0.0175,0.0,-0.0175
climax_w2,PUTIN,deterrence,0.0175,0.0,-0.0175
climax_w2,PEZESHKIAN,military_action,0.0175,0.0,-0.0175
climax_w2,HAMAS,deterrence,0.0175,0.0,-0.0175
climax_w2,NATO,diplomacy,0.0175,0.0,-0.0175
climax_w1,BIDEN,military_action,0.0173,0.0,-0.0173
climax_w1,US_SENATE,military_action,0.0173,0.0,-0.0173
climax_w1,SYRIA,strike_claims,0.0173,0.0,-0.0173
aftermath_aug,SYRIA,diplomacy,0.0172,0.0,-0.0172
aftermath_aug,SAUDI_ARABIA,military_action,0.0172,0.0,-0.0172
aftermath_aug,RUBIO,military_action,0.0172,0.0,-0.0172
aftermath_aug,BIDEN,diplomacy,0.0172,0.0,-0.0172
aftermath_aug,NATO,diplomacy,0.0172,0.0,-0.0172
aftermath_aug,WITKOFF,diplomacy,0.0172,0.0,-0.0172
aftermath_jun-jul,IRAN,strike_claims,1.1183,1.1014,-0.0169
buildup_apr,RUSSIA,strike_claims,0.0164,0.0,-0.0164
buildup_apr,RUBIO,deterrence,0.0164,0.0,-0.0164
buildup_apr,GAZA,deterrence,0.0164,0.0,-0.0164
buildup_apr,QATAR,military_action,0.0164,0.0,-0.0164
buildup_apr,US_CONGRESS,diplomacy,0.0164,0.0,-0.0164
buildup_apr,US_SENATE,deterrence,0.0164,0.0,-0.0164
climax_w2,RUSSIA,diplomacy,0.0526,0.0364,-0.0162
climax_w1,OMAN,military_action,0.0749,0.0588,-0.0161
aftermath_jun-jul,REPUBLICANS,diplomacy,0.0161,0.0,-0.0161
aftermath_jun-jul,BIDEN,deterrence,0.0161,0.0,-0.0161
aftermath_jun-jul,BIDEN,nuclear_program,0.0161,0.0,-0.0161
aftermath_jun-jul,HEGSETH,deterrence,0.0161,0.0,-0.0161
aftermath_jun-jul,HAMAS,deterrence,0.0161,0.0,-0.0161
climax_w2,HEZBOLLAH,strike_claims,0.0158,0.0,-0.0158
climax_w2,SYRIA,deterrence,0.0158,0.0,-0.0158
aftermath_aug,PEZESHKIAN,nuclear_program,0.0276,0.0119,-0.0157
aftermath_jun-jul,CHINA,nuclear_program,0.0376,0.023,-0.0146
buildup_may,NETANYAHU,strike_claims,0.0145,0.0,-0.0145
buildup_may,GULF_STATES,diplomacy,0.0145,0.0,-0.0145
buildup_may,HEGSETH,military_action,0.0145,0.0,-0.0145
buildup_may,HEGSETH,deterrence,0.0145,0.0,-0.0145
buildup_may,BIDEN,nuclear_program,0.0145,0.0,-0.0145
buildup_may,GULF_STATES,nuclear_program,0.0145,0.0,-0.0145
buildup_may,US_CONGRESS,nuclear_program,0.0145,0.0,-0.0145
buildup_may,GROSSI,military_action,0.0145,0.0,-0.0145
buildup_may,UK,military_action,0.0145,0.0,-0.0145
buildup_may,US_SENATE,nuclear_program,0.0145,0.0,-0.0145
buildup_may,DEMOCRATS,military_action,0.0145,0.0,-0.0145
buildup_may,RUBIO,deterrence,0.0145,0.0,-0.0145
buildup_may,LEBANON,nuclear_program,0.0145,0.0,-0.0145
buildup_may,HEZBOLLAH,nuclear_program,0.0145,0.0,-0.0145
buildup_may,VANCE,nuclear_program,0.0145,0.0,-0.0145
buildup_may,GERMANY,military_action,0.0145,0.0,-0.0145
buildup_may,HEZBOLLAH,deterrence,0.0145,0.0,-0.0145
buildup_may,UKRAINE,strike_claims,0.0145,0.0,-0.0145
buildup_may,WITKOFF,military_action,0.0145,0.0,-0.0145
buildup_may,CHINA,military_action,0.0145,0.0,-0.0145
climax_w1,CHINA,diplomacy,0.0144,0.0,-0.0144
climax_w1,SAUDI_ARABIA,diplomacy,0.0144,0.0,-0.0144
climax_w1,PUTIN,deterrence,0.0144,0.0,-0.0144
climax_w1,HAMAS,diplomacy,0.0144,0.0,-0.0144
climax_w1,HEZBOLLAH,strike_claims,0.0144,0.0,-0.0144
aftermath_jun-jul,US_SENATE,diplomacy,0.0143,0.0,-0.0143
aftermath_jun-jul,HEZBOLLAH,strike_claims,0.0143,0.0,-0.0143
aftermath_jun-jul,US_CONGRESS,diplomacy,0.0143,0.0,-0.0143
aftermath_jun-jul,UK,military_action,0.0233,0.0092,-0.0141
climax_w1,RUSSIA,deterrence,0.0259,0.0118,-0.0141
climax_w2,UAE,nuclear_program,0.014,0.0,-0.014
climax_w2,DEMOCRATS,strike_claims,0.014,0.0,-0.014
climax_w2,YEMEN,deterrence,0.014,0.0,-0.014
climax_w2,RUBIO,diplomacy,0.014,0.0,-0.014
climax_w2,BIDEN,diplomacy,0.014,0.0,-0.014
climax_w2,REPUBLICANS,strike_claims,0.014,0.0,-0.014
aftermath_aug,OBAMA,nuclear_program,0.0138,0.0,-0.0138
aftermath_aug,KHAMENEI,deterrence,0.0138,0.0,-0.0138
aftermath_aug,REPUBLICANS,military_action,0.0138,0.0,-0.0138
aftermath_aug,SAUDI_ARABIA,diplomacy,0.0138,0.0,-0.0138
aftermath_jun-jul,LEBANON,nuclear_program,0.0179,0.0046,-0.0133
buildup_mar,REPUBLICANS,diplomacy,0.0128,0.0,-0.0128
buildup_mar,REPUBLICANS,strike_claims,0.0128,0.0,-0.0128
buildup_mar,SYRIA,nuclear_program,0.0128,0.0,-0.0128
buildup_mar,WITKOFF,military_action,0.0128,0.0,-0.0128
buildup_mar,HEZBOLLAH,diplomacy,0.0128,0.0,-0.0128
buildup_mar,GAZA,nuclear_program,0.0128,0.0,-0.0128
buildup_mar,BIDEN,deterrence,0.0128,0.0,-0.0128
buildup_mar,SYRIA,deterrence,0.0128,0.0,-0.0128
buildup_mar,IRAQ,nuclear_program,0.0128,0.0,-0.0128
buildup_mar,HAMAS,nuclear_program,0.0128,0.0,-0.0128
buildup_mar,SYRIA,diplomacy,0.0128,0.0,-0.0128
buildup_mar,VANCE,deterrence,0.0128,0.0,-0.0128
buildup_mar,KHAMENEI,strike_claims,0.0128,0.0,-0.0128
buildup_mar,NATO,deterrence,0.0128,0.0,-0.0128
buildup_mar,HEZBOLLAH,deterrence,0.0128,0.0,-0.0128
buildup_jun1,FRANCE,military_action,0.0127,0.0,-0.0127
buildup_jun1,HEGSETH,deterrence,0.0127,0.0,-0.0127
buildup_jun1,GROSSI,strike_claims,0.0127,0.0,-0.0127
buildup_jun1,HAMAS,deterrence,0.0127,0.0,-0.0127
buildup_jun1,DEMOCRATS,deterrence,0.0127,0.0,-0.0127
buildup_jun1,HAMAS,nuclear_program,0.0127,0.0,-0.0127
buildup_jun1,GERMANY,military_action,0.0127,0.0,-0.0127
buildup_jun1,BAHRAIN,deterrence,0.0127,0.0,-0.0127
buildup_jun1,QATAR,strike_claims,0.0127,0.0,-0.0127
buildup_jun1,HEZBOLLAH,nuclear_program,0.0127,0.0,-0.0127
buildup_jun1,HOUTHIS,strike_claims,0.0127,0.0,-0.0127
